loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_interest,loan_percent_income,active_loans,loan_status
1423,32,Women,Single,self employed,MORTGAGE,Home Renovation,5900000,14300000,2,410,11900000,4400000,16900000,4100000,0.17,2,3,Rejected
1424,32,Women,Single,self employed,MORTGAGE,Home Renovation,5900000,14300000,2,410,11900000,4400000,16900000,4100000,0.17,2,3,Rejected
1425,32,Women,Single,self employed,MORTGAGE,Home Renovation,5900000,14300000,2,410,11900000,4400000,16900000,4100000,0.17,2,3,Rejected
1426,33,Men,Single,student,MORTGAGE,Business,1300000,3600000,16,624,2400000,2300000,3300000,1900000,4.01,20,3,Approved
1427,47,Men,Married,self employed,OWN,Personal,5700000,16900000,4,656,13000000,7400000,22000000,8400000,8.67,8,2,Approved
1428,54,Women,Single,self employed,RENT,Home Renovation,7700000,27300000,16,758,7300000,4600000,24800000,9100000,7.89,8,1,Approved
1429,50,Men,Married,employed,OWN,Business,7000000,23500000,18,336,15000000,9500000,19700000,7800000,9.86,10,1,Rejected
1430,50,Men,Married,employed,OWN,Business,7000000,23500000,18,336,15000000,9500000,19700000,7800000,9.86,10,1,Rejected
1431,20,Men,Single,employed,RENT,Home Renovation,8100000,21900000,18,378,5200000,3400000,16200000,9600000,5.24,11,1,Rejected
1432,20,Men,Single,employed,RENT,Home Renovation,8100000,21900000,18,378,5200000,3400000,16200000,9600000,5.24,11,1,Rejected
1433,20,Men,Single,employed,RENT,Home Renovation,8100000,21900000,18,378,5200000,3400000,16200000,9600000,5.24,11,1,Rejected
1434,54,Women,Single,student,OWN,Vehicle,1900000,4200000,4,620,4700000,2800000,7500000,900000,2.68,18,1,Approved
1435,44,Men,Single,student,MORTGAGE,Personal,4500000,9100000,18,593,-100000,600000,12400000,2500000,8.11,10,4,Approved
1436,57,Men,Single,self employed,MORTGAGE,Personal,9600000,34000000,12,710,23800000,10300000,38100000,7800000,4.06,3,3,Approved
1437,50,Men,Married,self employed,RENT,Personal,5400000,20700000,8,753,1900000,800000,19000000,3600000,6.12,7,2,Approved
1438,58,Women,Married,self employed,RENT,Home Renovation,7800000,27200000,16,454,16100000,3400000,17100000,11400000,5.02,11,3,Rejected
1439,58,Women,Married,self employed,RENT,Home Renovation,7800000,27200000,16,454,16100000,3400000,17100000,11400000,5.02,11,3,Rejected
1440,58,Women,Married,self employed,RENT,Home Renovation,7800000,27200000,16,454,16100000,3400000,17100000,11400000,5.02,11,3,Rejected
1441,77,Women,Single,student,RENT,Medical,8200000,19100000,8,619,17200000,12200000,31500000,6600000,6.76,13,4,Approved
1442,48,Women,Married,self employed,RENT,Medical,8900000,28500000,6,367,22200000,16600000,21500000,9300000,2.02,0,4,Rejected
1443,74,Women,Single,employed,OWN,Vehicle,1400000,3100000,20,384,200000,1200000,4200000,1800000,7.92,8,2,Rejected
1444,37,Women,Single,employed,OWN,Personal,1700000,5900000,16,610,3100000,300000,3700000,1300000,2.21,16,2,Approved
1445,32,Men,Single,student,OWN,Medical,5300000,19500000,12,802,9800000,3300000,15200000,3200000,7.76,6,3,Approved
1446,69,Men,Single,self employed,RENT,Home Renovation,6500000,25200000,10,858,15400000,10900000,14000000,8100000,6.08,12,1,Approved
1447,35,Men,Single,employed,MORTGAGE,Personal,5900000,14000000,8,599,4700000,9500000,17800000,6700000,5.14,13,4,Approved
1448,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1449,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1450,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1451,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1452,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1453,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1454,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1455,26,Men,Single,student,OWN,Medical,9800000,27000000,2,395,18700000,3000000,23000000,9700000,2.88,8,2,Rejected
1456,42,Women,Single,student,OWN,Home Renovation,7700000,16200000,6,380,11500000,15100000,22500000,6400000,5.5,18,5,Rejected
1457,42,Women,Single,student,OWN,Home Renovation,7700000,16200000,6,380,11500000,15100000,22500000,6400000,5.5,18,5,Rejected
1458,42,Women,Single,student,OWN,Home Renovation,7700000,16200000,6,380,11500000,15100000,22500000,6400000,5.5,18,5,Rejected
1459,61,Women,Single,student,OWN,Personal,7900000,27100000,10,803,20000000,9800000,22200000,6600000,5.55,12,1,Approved
1460,71,Women,Single,employed,MORTGAGE,Medical,3500000,8900000,20,809,7100000,1500000,13700000,3200000,8.46,4,5,Approved
1461,67,Women,Married,employed,MORTGAGE,Vehicle,2400000,6600000,2,722,6100000,3300000,5600000,3000000,0.06,12,1,Approved
1462,39,Women,Single,employed,OWN,Personal,9900000,35700000,10,392,7900000,4300000,39200000,13000000,4.6,11,5,Rejected
1463,39,Women,Single,employed,OWN,Personal,9900000,35700000,10,392,7900000,4300000,39200000,13000000,4.6,11,5,Rejected
1464,29,Men,Married,student,MORTGAGE,Business,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0.85,15,2,Rejected
1465,29,Men,Married,student,MORTGAGE,Business,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0.85,15,2,Rejected
1466,29,Men,Married,student,MORTGAGE,Business,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0.85,15,2,Rejected
1467,29,Men,Married,student,MORTGAGE,Business,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0.85,15,2,Rejected
1468,77,Women,Single,self employed,OWN,Personal,7300000,28500000,10,799,21500000,3100000,15800000,4300000,3.14,16,3,Approved
1469,52,Men,Single,self employed,RENT,Business,6400000,21900000,12,727,15400000,10100000,24000000,5300000,6.09,8,4,Approved
1470,78,Men,Married,self employed,MORTGAGE,Education,7100000,19800000,18,530,7100000,3400000,20900000,7100000,8.53,7,2,Rejected
1471,78,Men,Married,self employed,MORTGAGE,Education,7100000,19800000,18,530,7100000,3400000,20900000,7100000,8.53,7,2,Rejected
1472,58,Women,Married,self employed,MORTGAGE,Vehicle,8800000,19000000,14,637,13700000,13900000,27100000,6100000,7.41,13,5,Approved
1473,45,Men,Single,employed,RENT,Personal,7400000,21000000,4,561,21300000,3800000,26400000,3900000,6.4,3,1,Approved
1474,39,Women,Single,employed,OWN,Business,4400000,12000000,20,421,9300000,2700000,15700000,3400000,3.05,5,3,Rejected
1475,56,Women,Single,student,OWN,Home Renovation,8600000,30300000,14,459,12000000,4100000,23800000,9100000,4.34,7,2,Rejected
1476,56,Women,Single,student,OWN,Home Renovation,8600000,30300000,14,459,12000000,4100000,23800000,9100000,4.34,7,2,Rejected
1477,27,Women,Married,employed,RENT,Personal,6900000,26000000,14,828,14800000,4200000,18500000,3600000,9.65,0,1,Approved
1478,42,Women,Married,student,RENT,Business,9600000,27500000,20,679,23400000,7500000,37800000,6300000,8.08,0,4,Approved
1479,50,Men,Married,employed,OWN,Medical,2600000,9400000,18,879,2800000,1400000,5100000,2300000,6.72,16,2,Approved
1480,53,Women,Single,self employed,MORTGAGE,Home Renovation,9300000,26100000,14,636,4700000,16100000,34500000,11600000,6.31,20,4,Approved
1481,75,Men,Married,self employed,RENT,Home Renovation,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0.65,20,5,Rejected
1482,75,Men,Married,self employed,RENT,Home Renovation,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0.65,20,5,Rejected
1483,75,Men,Married,self employed,RENT,Home Renovation,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0.65,20,5,Rejected
1484,75,Men,Married,self employed,RENT,Home Renovation,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0.65,20,5,Rejected
1485,63,Men,Single,employed,OWN,Personal,7000000,19200000,4,768,8600000,13700000,19200000,7700000,3.75,4,5,Approved
1486,76,Women,Single,employed,OWN,Home Renovation,2200000,6400000,20,667,6300000,3900000,8300000,2900000,0.36,20,4,Approved
1487,57,Men,Single,employed,RENT,Medical,7500000,28200000,2,440,8200000,5800000,24400000,6000000,3.71,0,3,Approved
1488,69,Men,Single,self employed,MORTGAGE,Home Renovation,8300000,16800000,2,366,22000000,6600000,27300000,4500000,9.36,12,3,Rejected
1489,66,Women,Single,student,RENT,Home Renovation,300000,600000,2,383,600000,300000,1100000,400000,2.73,11,3,Rejected
1490,66,Women,Single,student,RENT,Home Renovation,300000,600000,2,383,600000,300000,1100000,400000,2.73,11,3,Rejected
1491,66,Women,Single,student,RENT,Home Renovation,300000,600000,2,383,600000,300000,1100000,400000,2.73,11,3,Rejected
1492,27,Men,Married,self employed,MORTGAGE,Personal,300000,800000,4,603,800000,200000,600000,200000,2.34,10,2,Approved
1493,35,Men,Married,self employed,MORTGAGE,Home Renovation,3900000,14900000,4,728,4700000,4000000,14900000,5500000,5.94,13,2,Approved
1494,48,Women,Single,student,OWN,Personal,6600000,20300000,6,549,10800000,900000,23100000,9800000,6.4,12,3,Rejected
1495,73,Women,Single,student,RENT,Education,4100000,10700000,8,855,11500000,700000,11200000,3100000,7.57,14,5,Approved
1496,37,Men,Married,student,MORTGAGE,Home Renovation,1800000,5300000,12,461,2800000,2000000,4700000,2000000,3.56,7,4,Rejected
1497,37,Men,Married,student,MORTGAGE,Home Renovation,1800000,5300000,12,461,2800000,2000000,4700000,2000000,3.56,7,4,Rejected
1498,39,Men,Single,self employed,MORTGAGE,Personal,7000000,16100000,16,379,2000000,5200000,23000000,10000000,1.57,3,1,Rejected
1499,20,Men,Single,self employed,OWN,Medical,5100000,13700000,6,559,7800000,9800000,12700000,5100000,8.73,4,4,Approved
1500,65,Women,Single,self employed,OWN,Vehicle,300000,600000,8,816,600000,300000,1100000,200000,7.83,9,1,Approved
1501,58,Women,Single,self employed,OWN,Business,4300000,11400000,2,560,10000000,3900000,8900000,3300000,5.25,18,3,Approved
1502,71,Women,Married,employed,RENT,Vehicle,3200000,12000000,14,645,5200000,1400000,12100000,3400000,0.98,0,4,Approved
1503,54,Men,Single,student,OWN,Home Renovation,4200000,11500000,6,551,10600000,7600000,11300000,5000000,6.82,6,3,Approved
1504,53,Men,Single,employed,OWN,Vehicle,9600000,22900000,8,515,4300000,14700000,33300000,7800000,9.42,5,3,Rejected
1505,53,Men,Single,employed,OWN,Vehicle,9600000,22900000,8,515,4300000,14700000,33300000,7800000,9.42,5,3,Rejected
1506,53,Men,Single,employed,OWN,Vehicle,9600000,22900000,8,515,4300000,14700000,33300000,7800000,9.42,5,3,Rejected
1507,53,Men,Single,employed,OWN,Vehicle,9600000,22900000,8,515,4300000,14700000,33300000,7800000,9.42,5,3,Rejected
1508,56,Women,Married,student,OWN,Business,1300000,3600000,10,657,3200000,1900000,2900000,1100000,5.62,15,4,Approved
1509,65,Women,Single,student,RENT,Medical,2400000,9300000,2,682,3100000,4400000,5200000,1500000,8.43,1,2,Approved
1510,57,Women,Single,self employed,MORTGAGE,Education,600000,1600000,10,588,1600000,100000,1100000,300000,9.65,3,5,Approved
1511,69,Women,Single,student,MORTGAGE,Personal,9600000,38000000,10,359,2100000,13600000,38200000,9400000,5.99,4,1,Rejected
1512,69,Women,Single,student,MORTGAGE,Personal,9600000,38000000,10,359,2100000,13600000,38200000,9400000,5.99,4,1,Rejected
1513,69,Women,Single,student,MORTGAGE,Personal,9600000,38000000,10,359,2100000,13600000,38200000,9400000,5.99,4,1,Rejected
1514,25,Women,Single,employed,MORTGAGE,Education,400000,1200000,4,766,900000,300000,1200000,300000,8.89,10,2,Approved
1515,73,Women,Single,student,MORTGAGE,Vehicle,700000,1400000,10,618,1300000,200000,1700000,500000,1.98,3,5,Approved
1516,52,Women,Single,employed,OWN,Medical,8600000,17700000,20,711,22000000,0,30800000,7400000,1.26,17,2,Approved
1517,36,Women,Married,employed,RENT,Education,9000000,34000000,4,549,2000000,8900000,20000000,12400000,2.19,7,1,Approved
1518,51,Men,Married,employed,RENT,Personal,5100000,20400000,6,754,1700000,2600000,11800000,7600000,0.29,11,4,Approved
1519,47,Men,Single,self employed,MORTGAGE,Medical,500000,1500000,6,461,1300000,500000,1700000,200000,2.03,5,5,Rejected
1520,47,Men,Single,self employed,MORTGAGE,Medical,500000,1500000,6,461,1300000,500000,1700000,200000,2.03,5,5,Rejected
1521,47,Men,Single,self employed,MORTGAGE,Medical,500000,1500000,6,461,1300000,500000,1700000,200000,2.03,5,5,Rejected
1522,36,Men,Single,student,RENT,Personal,1600000,3800000,10,837,3800000,1100000,5500000,1600000,5.06,11,1,Approved
1523,51,Women,Married,self employed,RENT,Education,9800000,23900000,14,459,1000000,13400000,21100000,7200000,7.74,7,1,Rejected
1524,51,Women,Married,self employed,RENT,Education,9800000,23900000,14,459,1000000,13400000,21100000,7200000,7.74,7,1,Rejected
1525,47,Men,Married,student,OWN,Home Renovation,7800000,29700000,20,614,22000000,700000,26800000,6300000,7.65,2,3,Approved
1526,76,Men,Married,self employed,RENT,Education,6500000,24000000,16,373,5600000,5100000,15600000,6700000,4.13,2,3,Rejected
1527,76,Men,Married,self employed,RENT,Education,6500000,24000000,16,373,5600000,5100000,15600000,6700000,4.13,2,3,Rejected
1528,73,Men,Married,student,OWN,Personal,7500000,26500000,12,512,16500000,2900000,23700000,6000000,8.71,4,3,Rejected
1529,65,Women,Married,student,RENT,Personal,8900000,23400000,18,781,16500000,3100000,24900000,5800000,5.63,10,4,Approved
1530,48,Women,Married,employed,RENT,Education,1800000,5800000,14,305,600000,3300000,3600000,2000000,5.9,3,1,Rejected
1531,48,Women,Married,employed,RENT,Education,1800000,5800000,14,305,600000,3300000,3600000,2000000,5.9,3,1,Rejected
1532,63,Women,Married,employed,RENT,Education,7600000,27800000,6,447,1300000,700000,20100000,10900000,7.03,7,1,Rejected
1533,63,Women,Married,employed,RENT,Education,7600000,27800000,6,447,1300000,700000,20100000,10900000,7.03,7,1,Rejected
1534,63,Women,Married,employed,RENT,Education,7600000,27800000,6,447,1300000,700000,20100000,10900000,7.03,7,1,Rejected
1535,63,Women,Married,employed,RENT,Education,7600000,27800000,6,447,1300000,700000,20100000,10900000,7.03,7,1,Rejected
1536,23,Women,Single,employed,RENT,Business,1200000,4600000,6,757,1900000,200000,4800000,1500000,5.47,17,5,Approved
1537,47,Women,Single,student,RENT,Personal,2700000,10400000,2,723,2800000,700000,10300000,1400000,3.68,10,3,Approved
1538,71,Men,Single,student,MORTGAGE,Education,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0.39,2,1,Rejected
1539,71,Men,Single,student,MORTGAGE,Education,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0.39,2,1,Rejected
1540,71,Men,Single,student,MORTGAGE,Education,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0.39,2,1,Rejected
1541,71,Men,Single,student,MORTGAGE,Education,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0.39,2,1,Rejected
1542,21,Women,Single,employed,MORTGAGE,Vehicle,6900000,18700000,10,699,12800000,5700000,21200000,5200000,0.89,2,1,Approved
1543,54,Women,Married,employed,OWN,Medical,8400000,25200000,2,308,8100000,9300000,27700000,10500000,5.88,18,2,Approved
1544,38,Men,Single,student,OWN,Personal,300000,500000,18,702,300000,400000,1200000,100000,4.69,7,5,Approved
1545,51,Women,Married,student,MORTGAGE,Vehicle,9500000,37500000,4,456,10200000,16800000,34100000,12900000,0.93,5,1,Approved
1546,59,Men,Married,self employed,RENT,Vehicle,1900000,5900000,8,651,700000,2100000,6200000,1500000,1.32,8,5,Approved
1547,60,Women,Single,self employed,OWN,Business,4200000,14500000,20,840,4500000,5900000,8900000,4600000,2.43,3,5,Approved
1548,45,Men,Single,student,MORTGAGE,Vehicle,2200000,7900000,18,848,5100000,1700000,8500000,1600000,2.13,7,3,Approved
1549,77,Men,Single,student,RENT,Education,7100000,19700000,4,727,7700000,12900000,23600000,5800000,1.87,5,4,Approved
1550,26,Women,Married,employed,OWN,Personal,3500000,11600000,10,335,6300000,5200000,10300000,2300000,8.46,13,4,Rejected
1551,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1552,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1553,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1554,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1555,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1556,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1557,35,Women,Single,self employed,RENT,Education,400000,800000,18,304,900000,500000,1400000,400000,8.72,14,4,Rejected
1558,55,Women,Married,student,OWN,Education,8800000,34400000,2,712,10500000,12500000,29300000,5900000,8.82,5,2,Approved
1559,39,Women,Single,employed,MORTGAGE,Education,1800000,6600000,10,737,5000000,2000000,6000000,1500000,7.81,7,3,Approved
1560,48,Women,Single,employed,RENT,Home Renovation,7600000,29300000,14,690,13900000,4000000,30000000,9100000,0.29,18,4,Approved
1561,21,Women,Married,student,RENT,Home Renovation,1000000,3200000,4,888,2000000,1500000,2200000,1300000,9.78,16,5,Approved
1562,54,Women,Single,student,RENT,Home Renovation,8200000,27200000,10,839,9200000,6400000,25500000,6000000,4.82,18,4,Approved
1563,75,Men,Single,student,OWN,Vehicle,3600000,12400000,8,333,8800000,1000000,10700000,4000000,0.43,8,2,Rejected
1564,75,Men,Single,student,OWN,Vehicle,3600000,12400000,8,333,8800000,1000000,10700000,4000000,0.43,8,2,Rejected
1565,75,Men,Single,student,OWN,Vehicle,3600000,12400000,8,333,8800000,1000000,10700000,4000000,0.43,8,2,Rejected
1566,46,Men,Single,employed,RENT,Personal,9400000,23700000,18,862,21500000,3500000,22400000,5600000,6.95,9,2,Approved
1567,24,Women,Married,employed,OWN,Medical,2600000,9100000,4,309,6400000,1400000,5900000,3400000,7.5,16,5,Approved
1568,75,Women,Married,employed,RENT,Personal,9500000,30700000,10,823,16300000,3700000,30300000,13100000,9.42,7,2,Approved
1569,72,Women,Married,employed,RENT,Medical,3500000,11700000,14,649,2700000,700000,11400000,4800000,0.47,7,5,Approved
1570,60,Men,Single,self employed,OWN,Business,9800000,35700000,10,726,9400000,18900000,31200000,12000000,9.9,9,5,Approved
1571,23,Men,Married,student,OWN,Business,800000,3100000,18,712,400000,700000,1900000,1100000,4.27,9,4,Approved
1572,73,Women,Single,student,MORTGAGE,Medical,9700000,37300000,20,701,12100000,16200000,24100000,10500000,6.93,16,3,Approved
1573,78,Men,Single,student,MORTGAGE,Personal,6200000,21300000,12,655,6500000,11600000,19200000,5000000,2.55,13,5,Approved
1574,27,Women,Single,employed,RENT,Medical,4400000,16600000,18,385,800000,5300000,13400000,5100000,1.41,3,2,Rejected
1575,27,Women,Single,employed,RENT,Medical,4400000,16600000,18,385,800000,5300000,13400000,5100000,1.41,3,2,Rejected
1576,66,Men,Married,self employed,RENT,Education,1800000,3800000,4,777,5100000,2700000,4600000,1400000,4.88,15,2,Approved
1577,78,Men,Single,self employed,MORTGAGE,Education,1700000,5300000,14,696,300000,700000,4500000,800000,7.35,4,3,Approved
1578,35,Women,Single,employed,MORTGAGE,Medical,3900000,14100000,16,496,2500000,2200000,13700000,2900000,2.83,6,1,Rejected
1579,61,Women,Single,self employed,MORTGAGE,Home Renovation,2200000,7900000,6,659,3400000,1800000,8600000,2400000,7.21,17,1,Approved
1580,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1581,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1582,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1583,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1584,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1585,66,Men,Single,employed,MORTGAGE,Home Renovation,6300000,17700000,2,542,16800000,900000,16400000,5300000,4.11,4,2,Rejected
1586,56,Women,Single,employed,OWN,Business,2200000,8700000,18,729,3900000,3300000,7600000,1300000,3.72,19,3,Approved
1587,54,Men,Married,student,MORTGAGE,Business,8100000,28400000,6,744,20300000,10500000,21800000,7700000,5.23,4,2,Approved
1588,22,Women,Married,employed,OWN,Vehicle,6800000,17000000,2,749,18000000,3800000,27100000,9400000,5.83,6,1,Approved
1589,20,Women,Single,student,RENT,Medical,4700000,14800000,20,755,12300000,5000000,15400000,3700000,0.38,10,4,Approved
1590,48,Men,Single,self employed,OWN,Home Renovation,3500000,13000000,6,391,6100000,3500000,13300000,4300000,0.06,14,5,Rejected
1591,68,Men,Single,employed,OWN,Medical,3500000,11600000,10,898,3100000,2700000,9000000,4500000,6.04,6,3,Approved
1592,28,Men,Single,self employed,MORTGAGE,Home Renovation,500000,1500000,12,527,100000,600000,1100000,200000,0.14,17,2,Rejected
1593,28,Men,Single,self employed,MORTGAGE,Home Renovation,500000,1500000,12,527,100000,600000,1100000,200000,0.14,17,2,Rejected
1594,28,Men,Single,self employed,MORTGAGE,Home Renovation,500000,1500000,12,527,100000,600000,1100000,200000,0.14,17,2,Rejected
1595,28,Men,Single,self employed,MORTGAGE,Home Renovation,500000,1500000,12,527,100000,600000,1100000,200000,0.14,17,2,Rejected
1596,32,Women,Single,student,OWN,Medical,9900000,35800000,20,470,9500000,18400000,39100000,14700000,2.68,14,5,Rejected
1597,32,Women,Single,student,OWN,Medical,9900000,35800000,20,470,9500000,18400000,39100000,14700000,2.68,14,5,Rejected
1598,32,Women,Single,student,OWN,Medical,9900000,35800000,20,470,9500000,18400000,39100000,14700000,2.68,14,5,Rejected
1599,32,Women,Single,student,OWN,Medical,9900000,35800000,20,470,9500000,18400000,39100000,14700000,2.68,14,5,Rejected
1600,32,Women,Single,student,OWN,Medical,9900000,35800000,20,470,9500000,18400000,39100000,14700000,2.68,14,5,Rejected
1601,63,Men,Married,employed,OWN,Home Renovation,8400000,25000000,12,694,5300000,14900000,23000000,7700000,4.81,15,1,Approved
1602,58,Women,Single,student,RENT,Personal,5500000,13400000,10,880,300000,800000,19900000,2800000,3.98,3,5,Approved
1603,25,Men,Single,employed,MORTGAGE,Home Renovation,3000000,11900000,14,459,6000000,4800000,11700000,4200000,7.92,0,1,Rejected
1604,25,Men,Single,employed,MORTGAGE,Home Renovation,3000000,11900000,14,459,6000000,4800000,11700000,4200000,7.92,0,1,Rejected
1605,25,Men,Single,employed,MORTGAGE,Home Renovation,3000000,11900000,14,459,6000000,4800000,11700000,4200000,7.92,0,1,Rejected
1606,36,Men,Married,employed,RENT,Business,9400000,21400000,10,323,5100000,15500000,29600000,11300000,9.52,3,4,Rejected
1607,36,Men,Married,employed,RENT,Business,9400000,21400000,10,323,5100000,15500000,29600000,11300000,9.52,3,4,Rejected
1608,36,Men,Married,employed,RENT,Business,9400000,21400000,10,323,5100000,15500000,29600000,11300000,9.52,3,4,Rejected
1609,36,Men,Married,employed,RENT,Business,9400000,21400000,10,323,5100000,15500000,29600000,11300000,9.52,3,4,Rejected
1610,32,Men,Married,employed,OWN,Home Renovation,7600000,29000000,8,739,22100000,8100000,22100000,8800000,6.1,10,1,Approved
1611,47,Women,Single,self employed,RENT,Vehicle,5500000,16300000,10,724,11900000,1500000,11900000,6200000,5.29,18,1,Approved
1612,29,Women,Single,employed,RENT,Medical,3100000,7400000,18,487,8400000,1200000,9200000,4500000,0.92,12,4,Rejected
1613,50,Women,Single,employed,OWN,Home Renovation,7700000,27700000,4,439,13900000,7500000,27100000,6200000,2.88,14,4,Approved
1614,24,Women,Single,self employed,MORTGAGE,Vehicle,9800000,25400000,2,655,19900000,4600000,21300000,7900000,9.43,7,5,Approved
1615,21,Men,Single,student,OWN,Vehicle,700000,2600000,20,489,100000,200000,2400000,900000,7.05,2,1,Rejected
1616,21,Men,Single,student,OWN,Vehicle,700000,2600000,20,489,100000,200000,2400000,900000,7.05,2,1,Rejected
1617,52,Women,Married,student,OWN,Education,3100000,8600000,14,427,3100000,3800000,9900000,3700000,6.43,6,5,Rejected
1618,36,Men,Married,employed,OWN,Medical,4500000,10500000,20,417,9800000,2000000,9600000,5800000,4.67,11,3,Rejected
1619,36,Men,Married,employed,OWN,Medical,4500000,10500000,20,417,9800000,2000000,9600000,5800000,4.67,11,3,Rejected
1620,72,Women,Married,employed,OWN,Home Renovation,8900000,24800000,18,842,16200000,5000000,20000000,8100000,1.92,5,2,Approved
1621,37,Men,Single,employed,RENT,Home Renovation,5900000,23200000,2,307,15500000,10000000,21100000,6300000,1.98,17,1,Approved
1622,75,Women,Single,student,RENT,Business,1500000,4500000,18,428,4500000,1200000,5600000,1100000,6.09,7,5,Rejected
1623,75,Women,Single,student,RENT,Business,1500000,4500000,18,428,4500000,1200000,5600000,1100000,6.09,7,5,Rejected
1624,68,Men,Single,student,RENT,Education,6500000,18200000,20,405,10400000,2800000,21300000,6700000,0.61,7,4,Rejected
1625,33,Women,Married,self employed,RENT,Medical,8000000,31500000,18,683,10300000,7900000,30100000,9600000,4.73,5,5,Approved
1626,21,Women,Married,self employed,RENT,Medical,3300000,10600000,14,742,300000,600000,8400000,4500000,4.48,17,1,Approved
1627,47,Men,Married,self employed,RENT,Vehicle,1600000,3500000,10,844,4500000,2200000,5200000,1600000,3.41,4,1,Approved
1628,64,Men,Married,employed,OWN,Personal,3900000,13900000,18,715,5000000,5600000,9900000,2100000,5.45,10,3,Approved
1629,71,Women,Married,self employed,OWN,Home Renovation,8000000,26300000,12,476,21700000,6600000,16400000,9000000,3.26,11,2,Rejected
1630,71,Women,Married,self employed,OWN,Home Renovation,8000000,26300000,12,476,21700000,6600000,16400000,9000000,3.26,11,2,Rejected
1631,43,Women,Single,self employed,OWN,Vehicle,2200000,4800000,6,721,1800000,100000,6900000,2200000,6.9,1,2,Approved
1632,38,Men,Married,self employed,OWN,Vehicle,7600000,30300000,12,339,20400000,8000000,22200000,5800000,1.54,6,4,Rejected
1633,67,Women,Married,employed,OWN,Medical,6300000,23200000,12,556,7000000,8300000,24200000,5300000,3.89,17,3,Approved
1634,79,Women,Single,student,OWN,Medical,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.74,12,2,Rejected
1635,79,Women,Single,student,OWN,Medical,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.74,12,2,Rejected
1636,79,Women,Single,student,OWN,Medical,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.74,12,2,Rejected
1637,79,Women,Single,student,OWN,Medical,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.74,12,2,Rejected
1638,79,Women,Single,student,OWN,Medical,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.74,12,2,Rejected
1639,28,Men,Single,self employed,MORTGAGE,Business,4500000,17200000,18,406,4100000,6300000,13800000,3300000,9.84,1,2,Rejected
